83,Name83              ,1,20,MA      
84,Name84              ,0,17,CS      
85,Name85              ,1,18,IS      
86,Name86              ,0,19,MA      
87,Name87              ,1,20,CS      
88,Name88              ,0,17,IS      
89,Name89              ,1,18,MA      
90,Name90              ,0,19,CS      
91,Name91              ,1,20,IS      
92,Name92              ,0,17,MA      
93,Name93              ,1,18,CS      
94,Name94              ,0,19,IS      
95,Name95              ,1,20,MA      
96,Name96              ,0,17,CS      
97,Name97              ,1,18,IS      
98,Name98              ,0,19,MA      
99,Name99              ,1,20,CS      
100,Name100             ,0,17,IS      
101,Name101             ,1,18,MA      
102,Name102             ,0,19,CS      
103,Name103             ,1,20,IS      
104,Name104             ,0,17,MA      
105,Name105             ,1,18,CS      
106,Name106             ,0,19,IS      
107,Name107             ,1,20,MA      
108,Name108             ,0,17,CS      
109,Name109             ,1,18,IS      
110,Name110             ,0,19,MA      
111,Name111             ,1,20,CS      
112,Name112             ,0,17,IS      
113,Name113             ,1,18,MA      
114,Name114             ,0,19,CS      
115,Name115             ,1,20,IS      
116,Name116             ,0,17,MA      
117,Name117             ,1,18,CS      
118,Name118             ,0,19,IS      
119,Name119             ,1,20,MA      
120,Name120             ,0,17,CS      
121,Name121             ,1,18,IS      
122,Name122             ,0,19,MA      
123,Name123             ,1,20,CS      
124,Name124             ,0,17,IS      
125,Name125             ,1,18,MA      
126,Name126             ,0,19,CS      
127,Name127             ,1,20,IS      
128,Name128             ,0,17,MA      
129,Name129             ,1,18,CS      
130,Name130             ,0,19,IS      
131,Name131             ,1,20,MA      
132,Name132             ,0,17,CS      
133,Name133             ,1,18,IS      
134,Name134             ,0,19,MA      
135,Name135             ,1,20,CS      
136,Name136             ,0,17,IS      
137,Name137             ,1,18,MA      
138,Name138             ,0,19,CS      
139,Name139             ,1,20,IS      
140,Name140             ,0,17,MA      
141,Name141             ,1,18,CS      
142,Name142             ,0,19,IS      
143,Name143             ,1,20,MA      
144,Name144             ,0,17,CS      
145,Name145             ,1,18,IS      
146,Name146             ,0,19,MA      
147,Name147             ,1,20,CS      
148,Name148             ,0,17,IS      
149,Name149             ,1,18,MA      
150,Name150             ,0,19,CS      
151,Name151             ,1,20,IS      
152,Name152             ,0,17,MA      
153,Name153             ,1,18,CS      
154,Name154             ,0,19,IS      
155,Name155             ,1,20,MA      
156,Name156             ,0,17,CS      
157,Name157             ,1,18,IS      
158,Name158             ,0,19,MA      
159,Name159             ,1,20,CS      
160,Name160             ,0,17,IS      
161,Name161             ,1,18,MA      
162,Name162             ,0,19,CS      
163,Name163             ,1,20,IS      
164,Name164             ,0,17,MA      
165,Name165             ,1,18,CS      
166,Name166             ,0,19,IS      
167,Name167             ,1,20,MA      
168,Name168             ,0,17,CS      
169,Name169             ,1,18,IS      
170,Name170             ,0,19,MA      
171,Name171             ,1,20,CS      
172,Name172             ,0,17,IS      
173,Name173             ,1,18,MA      
174,Name174             ,0,19,CS      
175,Name175             ,1,20,IS      
176,Name176             ,0,17,MA      
177,Name177             ,1,18,CS      
178,Name178             ,0,19,IS      
179,Name179             ,1,20,MA      
180,Name180             ,0,17,CS      
181,Name181             ,1,18,IS      
182,Name182             ,0,19,MA      
183,Name183             ,1,20,CS      
184,Name184             ,0,17,IS      
185,Name185             ,1,18,MA      
186,Name186             ,0,19,CS      
187,Name187             ,1,20,IS      
188,Name188             ,0,17,MA      
189,Name189             ,1,18,CS      
190,Name190             ,0,19,IS      
191,Name191             ,1,20,MA      
192,Name192             ,0,17,CS      
193,Name193             ,1,18,IS      
194,Name194             ,0,19,MA      
195,Name195             ,1,20,CS      
196,Name196             ,0,17,IS      
197,Name197             ,1,18,MA      
198,Name198             ,0,19,CS      
199,Name199             ,1,20,IS      
200,Name200             ,0,17,MA      
201,Name201             ,1,18,CS      
202,Name202             ,0,19,IS      
203,Name203             ,1,20,MA      
204,Name204             ,0,17,CS      
205,Name205             ,1,18,IS      
206,Name206             ,0,19,MA      
207,Name207             ,1,20,CS      
208,Name208             ,0,17,IS      
209,Name209             ,1,18,MA      
210,Name210             ,0,19,CS      
211,Name211             ,1,20,IS      
212,Name212             ,0,17,MA      
213,Name213             ,1,18,CS      
214,Name214             ,0,19,IS      
215,Name215             ,1,20,MA      
216,Name216             ,0,17,CS      
217,Name217             ,1,18,IS      
218,Name218             ,0,19,MA      
219,Name219             ,1,20,CS      
220,Name220             ,0,17,IS      
221,Name221             ,1,18,MA      
222,Name222             ,0,19,CS      
223,Name223             ,1,20,IS      
224,Name224             ,0,17,MA      
225,Name225             ,1,18,CS      
226,Name226             ,0,19,IS      
227,Name227             ,1,20,MA      
228,Name228             ,0,17,CS      
229,Name229             ,1,18,IS      
230,Name230             ,0,19,MA      
231,Name231             ,1,20,CS      
232,Name232             ,0,17,IS      
233,Name233             ,1,18,MA      
234,Name234             ,0,19,CS      
235,Name235             ,1,20,IS      
236,Name236             ,0,17,MA      
237,Name237             ,1,18,CS      
238,Name238             ,0,19,IS      
239,Name239             ,1,20,MA      
240,Name240             ,0,17,CS      
241,Name241             ,1,18,IS      
242,Name242             ,0,19,MA      
243,Name243             ,1,20,CS      
244,Name244             ,0,17,IS      
245,Name245             ,1,18,MA      
246,Name246             ,0,19,CS      
247,Name247             ,1,20,IS      
248,Name248             ,0,17,MA      
249,Name249             ,1,18,CS      
250,Name250             ,0,19,IS      
251,Name251             ,1,20,MA      
252,Name252             ,0,17,CS      
253,Name253             ,1,18,IS      
254,Name254             ,0,19,MA      
255,Name255             ,1,20,CS      
256,Name256             ,0,17,IS      
257,Name257             ,1,18,MA      
258,Name258             ,0,19,CS      
259,Name259             ,1,20,IS      
260,Name260             ,0,17,MA      
261,Name261             ,1,18,CS      
262,Name262             ,0,19,IS      
263,Name263             ,1,20,MA      
264,Name264             ,0,17,CS      
265,Name265             ,1,18,IS      
266,Name266             ,0,19,MA      
267,Name267             ,1,20,CS      
268,Name268             ,0,17,IS      
269,Name269             ,1,18,MA      
270,Name270             ,0,19,CS      
271,Name271             ,1,20,IS      
272,Name272             ,0,17,MA      
273,Name273             ,1,18,CS      
274,Name274             ,0,19,IS      
275,Name275             ,1,20,MA      
276,Name276             ,0,17,CS      
277,Name277             ,1,18,IS      
278,Name278             ,0,19,MA      
279,Name279             ,1,20,CS      
280,Name280             ,0,17,IS      
281,Name281             ,1,18,MA      
282,Name282             ,0,19,CS      
283,Name283             ,1,20,IS      
284,Name284             ,0,17,MA      
285,Name285             ,1,18,CS      
286,Name286             ,0,19,IS      
287,Name287             ,1,20,MA      
288,Name288             ,0,17,CS      
289,Name289             ,1,18,IS      
290,Name290             ,0,19,MA      
291,Name291             ,1,20,CS      
292,Name292             ,0,17,IS      
293,Name293             ,1,18,MA      
294,Name294             ,0,19,CS      
295,Name295             ,1,20,IS      
296,Name296             ,0,17,MA      
297,Name297             ,1,18,CS      
298,Name298             ,0,19,IS      
299,Name299             ,1,20,MA      
300,Name300             ,0,17,CS      
301,Name301             ,1,18,IS      
302,Name302             ,0,19,MA      
303,Name303             ,1,20,CS      
304,Name304             ,0,17,IS      
305,Name305             ,1,18,MA      
306,Name306             ,0,19,CS      
307,Name307             ,1,20,IS      
308,Name308             ,0,17,MA      
309,Name309             ,1,18,CS      
310,Name310             ,0,19,IS      
311,Name311             ,1,20,MA      
312,Name312             ,0,17,CS      
313,Name313             ,1,18,IS      
314,Name314             ,0,19,MA      
315,Name315             ,1,20,CS      
316,Name316             ,0,17,IS      
317,Name317             ,1,18,MA      
318,Name318             ,0,19,CS      
319,Name319             ,1,20,IS      
320,Name320             ,0,17,MA      
321,Name321             ,1,18,CS      
322,Name322             ,0,19,IS      
323,Name323             ,1,20,MA      
324,Name324             ,0,17,CS      
325,Name325             ,1,18,IS      
326,Name326             ,0,19,MA      
327,Name327             ,1,20,CS      
328,Name328             ,0,17,IS      
329,Name329             ,1,18,MA      
330,Name330             ,0,19,CS      
331,Name331             ,1,20,IS      
332,Name332             ,0,17,MA      
333,Name333             ,1,18,CS      
334,Name334             ,0,19,IS      
335,Name335             ,1,20,MA      
336,Name336             ,0,17,CS      
337,Name337             ,1,18,IS      
338,Name338             ,0,19,MA      
339,Name339             ,1,20,CS      
340,Name340             ,0,17,IS      
341,Name341             ,1,18,MA      
342,Name342             ,0,19,CS      
343,Name343             ,1,20,IS      
344,Name344             ,0,17,MA      
345,Name345             ,1,18,CS      
346,Name346             ,0,19,IS      
347,Name347             ,1,20,MA      
348,Name348             ,0,17,CS      
349,Name349             ,1,18,IS      
350,Name350             ,0,19,MA      
351,Name351             ,1,20,CS      
352,Name352             ,0,17,IS      
353,Name353             ,1,18,MA      
354,Name354             ,0,19,CS      
355,Name355             ,1,20,IS      
356,Name356             ,0,17,MA      
357,Name357             ,1,18,CS      
358,Name358             ,0,19,IS      
359,Name359             ,1,20,MA      
360,Name360             ,0,17,CS      
361,Name361             ,1,18,IS      
362,Name362             ,0,19,MA      
363,Name363             ,1,20,CS      
364,Name364             ,0,17,IS      
365,Name365             ,1,18,MA      
366,Name366             ,0,19,CS      
367,Name367             ,1,20,IS      
368,Name368             ,0,17,MA      
369,Name369             ,1,18,CS      
370,Name370             ,0,19,IS      
371,Name371             ,1,20,MA      
372,Name372             ,0,17,CS      
373,Name373             ,1,18,IS      
374,Name374             ,0,19,MA      
375,Name375             ,1,20,CS      
376,Name376             ,0,17,IS      
377,Name377             ,1,18,MA      
378,Name378             ,0,19,CS      
379,Name379             ,1,20,IS      
380,Name380             ,0,17,MA      
381,Name381             ,1,18,CS      
382,Name382             ,0,19,IS      
383,Name383             ,1,20,MA      
384,Name384             ,0,17,CS      
385,Name385             ,1,18,IS      
386,Name386             ,0,19,MA      
387,Name387             ,1,20,CS      
388,Name388             ,0,17,IS      
389,Name389             ,1,18,MA      
390,Name390             ,0,19,CS      
391,Name391             ,1,20,IS      
392,Name392             ,0,17,MA      
393,Name393             ,1,18,CS      
394,Name394             ,0,19,IS      
395,Name395             ,1,20,MA      
396,Name396             ,0,17,CS      
397,Name397             ,1,18,IS      
398,Name398             ,0,19,MA      
399,Name399             ,1,20,CS      
400,Name400             ,0,17,IS      
401,Name401             ,1,18,MA      
402,Name402             ,0,19,CS      
403,Name403             ,1,20,IS      
404,Name404             ,0,17,MA      
405,Name405             ,1,18,CS      
406,Name406             ,0,19,IS      
407,Name407             ,1,20,MA      
408,Name408             ,0,17,CS      
409,Name409             ,1,18,IS      
410,Name410             ,0,19,MA      
411,Name411             ,1,20,CS      
412,Name412             ,0,17,IS      
413,Name413             ,1,18,MA      
414,Name414             ,0,19,CS      
415,Name415             ,1,20,IS      
416,Name416             ,0,17,MA      
417,Name417             ,1,18,CS      
418,Name418             ,0,19,IS      
419,Name419             ,1,20,MA      
420,Name420             ,0,17,CS      
421,Name421             ,1,18,IS      
422,Name422             ,0,19,MA      
423,Name423             ,1,20,CS      
424,Name424             ,0,17,IS      
425,Name425             ,1,18,MA      
426,Name426             ,0,19,CS      
427,Name427             ,1,20,IS      
428,Name428             ,0,17,MA      
429,Name429             ,1,18,CS      
430,Name430             ,0,19,IS      
431,Name431             ,1,20,MA      
432,Name432             ,0,17,CS      
433,Name433             ,1,18,IS      
434,Name434             ,0,19,MA      
435,Name435             ,1,20,CS      
436,Name436             ,0,17,IS      
437,Name437             ,1,18,MA      
438,Name438             ,0,19,CS      
439,Name439             ,1,20,IS      
440,Name440             ,0,17,MA      
441,Name441             ,1,18,CS      
442,Name442             ,0,19,IS      
443,Name443             ,1,20,MA      
444,Name444             ,0,17,CS      
445,Name445             ,1,18,IS      
446,Name446             ,0,19,MA      
447,Name447             ,1,20,CS      
448,Name448             ,0,17,IS      
449,Name449             ,1,18,MA      
450,Name450             ,0,19,CS      
451,Name451             ,1,20,IS      
452,Name452             ,0,17,MA      
453,Name453             ,1,18,CS      
454,Name454             ,0,19,IS      
455,Name455             ,1,20,MA      
456,Name456             ,0,17,CS      
457,Name457             ,1,18,IS      
458,Name458             ,0,19,MA      
459,Name459             ,1,20,CS      
460,Name460             ,0,17,IS      
461,Name461             ,1,18,MA      
462,Name462             ,0,19,CS      
463,Name463             ,1,20,IS      
464,Name464             ,0,17,MA      
465,Name465             ,1,18,CS      
466,Name466             ,0,19,IS      
467,Name467             ,1,20,MA      
468,Name468             ,0,17,CS      
469,Name469             ,1,18,IS      
470,Name470             ,0,19,MA      
471,Name471             ,1,20,CS      
472,Name472             ,0,17,IS      
473,Name473             ,1,18,MA      
474,Name474             ,0,19,CS      
475,Name475             ,1,20,IS      
476,Name476             ,0,17,MA      
477,Name477             ,1,18,CS      
478,Name478             ,0,19,IS      
479,Name479             ,1,20,MA      
480,Name480             ,0,17,CS      
481,Name481             ,1,18,IS      
482,Name482             ,0,19,MA      
483,Name483             ,1,20,CS      
484,Name484             ,0,17,IS      
485,Name485             ,1,18,MA      
486,Name486             ,0,19,CS      
487,Name487             ,1,20,IS      
488,Name488             ,0,17,MA      
489,Name489             ,1,18,CS      
490,Name490             ,0,19,IS      
491,Name491             ,1,20,MA      
492,Name492             ,0,17,CS      
493,Name493             ,1,18,IS      
494,Name494             ,0,19,MA      
495,Name495             ,1,20,CS      
496,Name496             ,0,17,IS      
497,Name497             ,1,18,MA      
498,Name498             ,0,19,CS      
499,Name499             ,1,20,IS      
500,Name500             ,0,17,MA      
501,Name501             ,1,18,CS      
502,Name502             ,0,19,IS      
503,Name503             ,1,20,MA      
504,Name504             ,0,17,CS      
505,Name505             ,1,18,IS      
506,Name506             ,0,19,MA      
507,Name507             ,1,20,CS      
508,Name508             ,0,17,IS      
509,Name509             ,1,18,MA      
510,Name510             ,0,19,CS      
511,Name511             ,1,20,IS      
512,Name512             ,0,17,MA      
513,Name513             ,1,18,CS      
514,Name514             ,0,19,IS      
515,Name515             ,1,20,MA      
516,Name516             ,0,17,CS      
517,Name517             ,1,18,IS      
518,Name518             ,0,19,MA      
519,Name519             ,1,20,CS      
520,Name520             ,0,17,IS      
521,Name521             ,1,18,MA      
522,Name522             ,0,19,CS      
523,Name523             ,1,20,IS      
524,Name524             ,0,17,MA      
525,Name525             ,1,18,CS      
526,Name526             ,0,19,IS      
527,Name527             ,1,20,MA      
528,Name528             ,0,17,CS      
529,Name529             ,1,18,IS      
530,Name530             ,0,19,MA      
531,Name531             ,1,20,CS      
532,Name532             ,0,17,IS      
533,Name533             ,1,18,MA      
534,Name534             ,0,19,CS      
535,Name535             ,1,20,IS      
536,Name536             ,0,17,MA      
537,Name537             ,1,18,CS      
538,Name538             ,0,19,IS      
539,Name539             ,1,20,MA      
540,Name540             ,0,17,CS      
541,Name541             ,1,18,IS      
542,Name542             ,0,19,MA      
543,Name543             ,1,20,CS      
544,Name544             ,0,17,IS      
545,Name545             ,1,18,MA      
546,Name546             ,0,19,CS      
547,Name547             ,1,20,IS      
548,Name548             ,0,17,MA      
549,Name549             ,1,18,CS      
550,Name550             ,0,19,IS      
551,Name551             ,1,20,MA      
552,Name552             ,0,17,CS      
553,Name553             ,1,18,IS      
554,Name554             ,0,19,MA      
555,Name555             ,1,20,CS      
556,Name556             ,0,17,IS      
557,Name557             ,1,18,MA      
558,Name558             ,0,19,CS      
559,Name559             ,1,20,IS      
560,Name560             ,0,17,MA      
561,Name561             ,1,18,CS      
562,Name562             ,0,19,IS      
563,Name563             ,1,20,MA      
564,Name564             ,0,17,CS      
565,Name565             ,1,18,IS      
566,Name566             ,0,19,MA      
567,Name567             ,1,20,CS      
568,Name568             ,0,17,IS      
569,Name569             ,1,18,MA      
570,Name570             ,0,19,CS      
571,Name571             ,1,20,IS      
572,Name572             ,0,17,MA      
573,Name573             ,1,18,CS      
574,Name574             ,0,19,IS      
575,Name575             ,1,20,MA      
576,Name576             ,0,17,CS      
577,Name577             ,1,18,IS      
578,Name578             ,0,19,MA      
579,Name579             ,1,20,CS      
580,Name580             ,0,17,IS      
581,Name581             ,1,18,MA      
582,Name582             ,0,19,CS      
583,Name583             ,1,20,IS      
584,Name584             ,0,17,MA      
585,Name585             ,1,18,CS      
586,Name586             ,0,19,IS      
587,Name587             ,1,20,MA      
588,Name588             ,0,17,CS      
589,Name589             ,1,18,IS      
590,Name590             ,0,19,MA      
591,Name591             ,1,20,CS      
592,Name592             ,0,17,IS      
593,Name593             ,1,18,MA      
594,Name594             ,0,19,CS      
595,Name595             ,1,20,IS      
596,Name596             ,0,17,MA      
597,Name597             ,1,18,CS      
598,Name598             ,0,19,IS      
599,Name599             ,1,20,MA      
600,Name600             ,0,17,CS      
601,Name601             ,1,18,IS      
602,Name602             ,0,19,MA      
603,Name603             ,1,20,CS      
604,Name604             ,0,17,IS      
605,Name605             ,1,18,MA      
606,Name606             ,0,19,CS      
607,Name607             ,1,20,IS      
608,Name608             ,0,17,MA      
609,Name609             ,1,18,CS      
610,Name610             ,0,19,IS      
611,Name611             ,1,20,MA      
612,Name612             ,0,17,CS      
613,Name613             ,1,18,IS      
614,Name614             ,0,19,MA      
615,Name615             ,1,20,CS      
616,Name616             ,0,17,IS      
617,Name617             ,1,18,MA      
618,Name618             ,0,19,CS      
619,Name619             ,1,20,IS      
620,Name620             ,0,17,MA      
621,Name621             ,1,18,CS      
622,Name622             ,0,19,IS      
623,Name623             ,1,20,MA      
624,Name624             ,0,17,CS      
625,Name625             ,1,18,IS      
626,Name626             ,0,19,MA      
627,Name627             ,1,20,CS      
628,Name628             ,0,17,IS      
629,Name629             ,1,18,MA      
630,Name630             ,0,19,CS      
631,Name631             ,1,20,IS      
632,Name632             ,0,17,MA      
633,Name633             ,1,18,CS      
634,Name634             ,0,19,IS      
635,Name635             ,1,20,MA      
636,Name636             ,0,17,CS      
637,Name637             ,1,18,IS      
638,Name638             ,0,19,MA      
639,Name639             ,1,20,CS      
640,Name640             ,0,17,IS      
641,Name641             ,1,18,MA      
642,Name642             ,0,19,CS      
643,Name643             ,1,20,IS      
644,Name644             ,0,17,MA      
645,Name645             ,1,18,CS      
646,Name646             ,0,19,IS      
647,Name647             ,1,20,MA      
648,Name648             ,0,17,CS      
649,Name649             ,1,18,IS      
650,Name650             ,0,19,MA      
651,Name651             ,1,20,CS      
652,Name652             ,0,17,IS      
653,Name653             ,1,18,MA      
654,Name654             ,0,19,CS      
655,Name655             ,1,20,IS      
656,Name656             ,0,17,MA      
657,Name657             ,1,18,CS      
658,Name658             ,0,19,IS      
659,Name659             ,1,20,MA      
660,Name660             ,0,17,CS      
661,Name661             ,1,18,IS      
662,Name662             ,0,19,MA      
663,Name663             ,1,20,CS      
664,Name664             ,0,17,IS      
665,Name665             ,1,18,MA      
666,Name666             ,0,19,CS      
667,Name667             ,1,20,IS      
668,Name668             ,0,17,MA      
669,Name669             ,1,18,CS      
670,Name670             ,0,19,IS      
671,Name671             ,1,20,MA      
672,Name672             ,0,17,CS      
673,Name673             ,1,18,IS      
674,Name674             ,0,19,MA      
675,Name675             ,1,20,CS      
676,Name676             ,0,17,IS      
677,Name677             ,1,18,MA      
678,Name678             ,0,19,CS      
679,Name679             ,1,20,IS      
680,Name680             ,0,17,MA      
681,Name681             ,1,18,CS      
682,Name682             ,0,19,IS      
683,Name683             ,1,20,MA      
684,Name684             ,0,17,CS      
685,Name685             ,1,18,IS      
686,Name686             ,0,19,MA      
687,Name687             ,1,20,CS      
688,Name688             ,0,17,IS      
689,Name689             ,1,18,MA      
690,Name690             ,0,19,CS      
691,Name691             ,1,20,IS      
692,Name692             ,0,17,MA      
693,Name693             ,1,18,CS      
694,Name694             ,0,19,IS      
695,Name695             ,1,20,MA      
696,Name696             ,0,17,CS      
697,Name697             ,1,18,IS      
698,Name698             ,0,19,MA      
699,Name699             ,1,20,CS      
700,Name700             ,0,17,IS      
701,Name701             ,1,18,MA      
702,Name702             ,0,19,CS      
703,Name703             ,1,20,IS      
704,Name704             ,0,17,MA      
705,Name705             ,1,18,CS      
706,Name706             ,0,19,IS      
707,Name707             ,1,20,MA      
708,Name708             ,0,17,CS      
709,Name709             ,1,18,IS      
710,Name710             ,0,19,MA      
711,Name711             ,1,20,CS      
712,Name712             ,0,17,IS      
713,Name713             ,1,18,MA      
714,Name714             ,0,19,CS      
715,Name715             ,1,20,IS      
716,Name716             ,0,17,MA      
717,Name717             ,1,18,CS      
718,Name718             ,0,19,IS      
719,Name719             ,1,20,MA      
720,Name720             ,0,17,CS      
721,Name721             ,1,18,IS      
722,Name722             ,0,19,MA      
723,Name723             ,1,20,CS      
724,Name724             ,0,17,IS      
725,Name725             ,1,18,MA      
726,Name726             ,0,19,CS      
727,Name727             ,1,20,IS      
728,Name728             ,0,17,MA      
729,Name729             ,1,18,CS      
730,Name730             ,0,19,IS      
731,Name731             ,1,20,MA      
732,Name732             ,0,17,CS      
733,Name733             ,1,18,IS      
734,Name734             ,0,19,MA      
735,Name735             ,1,20,CS      
736,Name736             ,0,17,IS      
737,Name737             ,1,18,MA      
738,Name738             ,0,19,CS      
739,Name739             ,1,20,IS      
740,Name740             ,0,17,MA      
741,Name741             ,1,18,CS      
742,Name742             ,0,19,IS      
743,Name743             ,1,20,MA      
744,Name744             ,0,17,CS      
745,Name745             ,1,18,IS      
746,Name746             ,0,19,MA      
747,Name747             ,1,20,CS      
748,Name748             ,0,17,IS      
749,Name749             ,1,18,MA      
750,Name750             ,0,19,CS      
751,Name751             ,1,20,IS      
752,Name752             ,0,17,MA      
753,Name753             ,1,18,CS      
754,Name754             ,0,19,IS      
755,Name755             ,1,20,MA      
756,Name756             ,0,17,CS      
757,Name757             ,1,18,IS      
758,Name758             ,0,19,MA      
759,Name759             ,1,20,CS      
760,Name760             ,0,17,IS      
761,Name761             ,1,18,MA      
762,Name762             ,0,19,CS      
763,Name763             ,1,20,IS      
764,Name764             ,0,17,MA      
765,Name765             ,1,18,CS      
766,Name766             ,0,19,IS      
767,Name767             ,1,20,MA      
768,Name768             ,0,17,CS      
769,Name769             ,1,18,IS      
770,Name770             ,0,19,MA      
771,Name771             ,1,20,CS      
772,Name772             ,0,17,IS      
773,Name773             ,1,18,MA      
774,Name774             ,0,19,CS      
775,Name775             ,1,20,IS      
776,Name776             ,0,17,MA      
777,Name777             ,1,18,CS      
778,Name778             ,0,19,IS      
779,Name779             ,1,20,MA      
780,Name780             ,0,17,CS      
781,Name781             ,1,18,IS      
782,Name782             ,0,19,MA      
783,Name783             ,1,20,CS      
784,Name784             ,0,17,IS      
785,Name785             ,1,18,MA      
786,Name786             ,0,19,CS      
787,Name787             ,1,20,IS      
788,Name788             ,0,17,MA      
789,Name789             ,1,18,CS      
790,Name790             ,0,19,IS      
791,Name791             ,1,20,MA      
792,Name792             ,0,17,CS      
793,Name793             ,1,18,IS      
794,Name794             ,0,19,MA      
795,Name795             ,1,20,CS      
796,Name796             ,0,17,IS      
797,Name797             ,1,18,MA      
798,Name798             ,0,19,CS      
799,Name799             ,1,20,IS      
800,Name800             ,0,17,MA      
801,Name801             ,1,18,CS      
802,Name802             ,0,19,IS      
803,Name803             ,1,20,MA      
804,Name804             ,0,17,CS      
805,Name805             ,1,18,IS      
806,Name806             ,0,19,MA      
807,Name807             ,1,20,CS      
808,Name808             ,0,17,IS      
809,Name809             ,1,18,MA      
810,Name810             ,0,19,CS      
811,Name811             ,1,20,IS      
812,Name812             ,0,17,MA      
813,Name813             ,1,18,CS      
814,Name814             ,0,19,IS      
815,Name815             ,1,20,MA      
816,Name816             ,0,17,CS      
817,Name817             ,1,18,IS      
818,Name818             ,0,19,MA      
819,Name819             ,1,20,CS      
820,Name820             ,0,17,IS      
821,Name821             ,1,18,MA      
822,Name822             ,0,19,CS      
823,Name823             ,1,20,IS      
824,Name824             ,0,17,MA      
825,Name825             ,1,18,CS      
826,Name826             ,0,19,IS      
827,Name827             ,1,20,MA      
828,Name828             ,0,17,CS      
829,Name829             ,1,18,IS      
830,Name830             ,0,19,MA      
831,Name831             ,1,20,CS      
832,Name832             ,0,17,IS      
833,Name833             ,1,18,MA      
834,Name834             ,0,19,CS      
835,Name835             ,1,20,IS      
836,Name836             ,0,17,MA      
837,Name837             ,1,18,CS      
838,Name838             ,0,19,IS      
839,Name839             ,1,20,MA      
840,Name840             ,0,17,CS      
841,Name841             ,1,18,IS      
842,Name842             ,0,19,MA      
843,Name843             ,1,20,CS      
844,Name844             ,0,17,IS      
845,Name845             ,1,18,MA      
846,Name846             ,0,19,CS      
847,Name847             ,1,20,IS      
848,Name848             ,0,17,MA      
849,Name849             ,1,18,CS      
850,Name850             ,0,19,IS      
851,Name851             ,1,20,MA      
852,Name852             ,0,17,CS      
853,Name853             ,1,18,IS      
854,Name854             ,0,19,MA      
855,Name855             ,1,20,CS      
856,Name856             ,0,17,IS      
857,Name857             ,1,18,MA      
858,Name858             ,0,19,CS      
859,Name859             ,1,20,IS      
860,Name860             ,0,17,MA      
861,Name861             ,1,18,CS      
862,Name862             ,0,19,IS      
863,Name863             ,1,20,MA      
864,Name864             ,0,17,CS      
865,Name865             ,1,18,IS      
866,Name866             ,0,19,MA      
867,Name867             ,1,20,CS      
868,Name868             ,0,17,IS      
869,Name869             ,1,18,MA      
870,Name870             ,0,19,CS      
871,Name871             ,1,20,IS      
872,Name872             ,0,17,MA      
873,Name873             ,1,18,CS      
874,Name874             ,0,19,IS      
875,Name875             ,1,20,MA      
